,text,name
Q3550799," is a female Japanese singer from Ibaraki Prefecture, Japan who is a member of Garnidelia. She sang the opening theme for the anime Kamisama Kazoku and the ending theme for Hitohira.  She also sang th",Mai Mizuhashi
Q3550836," is a Japanese gravure idol, actress and model affiliated with Harmony Promotion (ハーモニープロモーション). She was born in Tokyo, Japan. Her real name is Noriko Matsushima, and goes by the nickname Hachu. She h",Hatsune Matsushima
Q3550866,"Robert Marion ""Robi"" Eusebio Domingo (born September 27, 1989), is a VJ, actor, dancer, and host. He first gained fame as a reality show contestant by joining and ending up as the first runner up of t",Robi Domingo
Q3550878,"Gionna Jimenez Cabrera (born August 28, 1982) is a professional model and beauty pageant winner from the Philippines. She is the daughter of Rod E. Cabrera, and Nida Jimenez and presently lives in Pas",Gionna Cabrera
Q3551164,Sandrine Pinna () was born on 10 April 1987. Sandrine Pinna's profile Retrieved 2011-05-21 She is a Taiwanese-French Golden Horse Awards nominated actress born and raised in Taiwan. China Times 張榕容眼神超,Sandrine Pinna
Q3551229,"Anne Roxanne ""Roxie"" Jordan Barcelo (born January 20, 1985 in Fairfax, Virginia, United States) is a Filipino-American actress, model and singer, popularly known by the names Roxanne Barcelo, Roxie an",Roxee B
Q3551235,"Jay Drilon-Bogayan better known by his stage name Bugoy Drilon, is a Filipino singer. He rose to fame after placing as Second Star Dreamer in the second season of Pinoy Dream Academy.  Early life Jay ",Bugoy Drilon
Q3551297," (born July 27, 1990) is a Japanese actor and a former member of the acting group D-BOYS. He played the part of the guitarist Eritate Kengo in the 2008 Kamen Rider Series, Kamen Rider Kiva.   Biograph",Kouhei Kumai
Q3551404,"Margaret “Maggie” Nales Wilson (born March 15, 1989 in the Philippines but raised in Saudi Arabia) is a British-Filipino beauty pageant contestant, TV personality and actress from San Enrique, Negros ",Margaret Nales Wilson
Q355142," is a Japanese idol, singer–songwriter, actor, television personality, producer, radio host, and occasional model. Born and raised in Edogawa, Tokyo, he joined the Japanese talent agency, Johnny & Ass",Kazuya Kamenashi
Q3551508,"Katrina Halili (born Katrina Halili on January 4, 1986) is a Filipina actress, commercial model and music producer. She made her screen debut via StarStruck, but became popular until playing the antag",Katrina Halili
Q355159," is a Japanese-born American actor, film producer, philanthropist, entrepreneur and martial artist.  Koyamada is well known for co-starring as “Nobutada” opposite Tom Cruise in the Warner Bros. action",Shin Koyamada
Q3555375,Daniela del Carmen Alvarado Álvarez (; born 23 October 1981 in Caracas) is a Venezuelan actress.Daniela Alvarado trayectoria She is the daughter of actor Daniel Alvarado and actress Carmen Julia Álvar,Daniela Alvarado
Q3605920,"Aedin Mincks (born October 10, 2000) is an American actor, best known for his role as Angus Chestnut on A.N.T. Farm. He is also known for portraying Robert in Ted.  Personal life Mincks was born in Ge",Aedin Mincks
Q360986," is a Japanese actor.  He is known for his affinity for strange character roles, and he is best known internationally for playing L in the 2006 films Death Note, Death Note: The Last Name and L: Chang",Kenichi Matsuyama
Q360993,"Eric Ambrose Gordon, Jr. (born December 25, 1988) is an American professional basketball player who currently plays for the New Orleans Pelicans of the National Basketball Association (NBA). In high s",Eric Gordon
Q36153,"Beyoncé Giselle Knowles-Carter  (born September 4, 1981) ( ) is an American singer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child,",Beyoncé
Q36215,"Mark Elliot Zuckerberg (born May 14, 1984) is an American computer programmer and Internet entrepreneur. He is best known as one of five co-founders of the social networking website Facebook. As of Ap",Mark Zuckerberg
Q362277,", often called , is a Japanese idol, singer, songwriter, actor, voice actor and radio host. He is a member of Japanese boy band Arashi and is best known to movie audiences for his portrayal as Private",Kazunari Ninomiya
Q36301,"Anne Jacqueline Hathaway (born November 12, 1982) is an American actress. After several stage roles, she appeared in the 1999 television series Get Real. She came to prominence after playing Mia Therm",Anne Hathaway
Q3649819,Si  Cai Han Cen  ay isang artista sa Taiwan.   Kaurian:Mga artista mula sa Taiwan,Cai Han Cen
Q3658256,"Do Ji-han (born September 24, 1991) is a South Korean actor.  Filmography Film Beauty Inside (2015) The Tower (2012) The Neighbor (2012)  My Way (2011)  Television drama Basketball (tvN / 2013)  Incar",Do Ji-han
Q36767,"Robert Douglas Thomas Pattinson (born 13 May 1986) is an English actor, model, musician and producer.  Pattinson started his film career by playing Cedric Diggory in Harry Potter and the Goblet of Fir",Robert Pattinson
Q368308,"Hwang Yoon-Seok (, born January 17, 1982), known as Hwanhee (), is a Korean singer and actor.  His cousin is Lee Jang-woo.  He is also a member of South Korean R&B duo Fly to the Sky.  Career Hwanhee ",Hwanhee
Q36844,"Robyn Rihanna Fenty (born February 20, 1988), better known by her stage name Rihanna ( ), is a Barbadian singer, actress, and fashion designer. Born in Saint Michael, Barbados, her career began upon m",Rihanna
Q368503,"Rhoderick Ramos Santos (born October 10, 1983), more commonly known as simply Erik Santos, is a Filipino singer, actor, TV host, commercial model, and the first Grand Champion of the ABS-CBN singing c",Erik Santos
Q370141,"Jessica Rey (born October 15, 1982 in Fort Campbell, Kentucky)  is a Filipino-American actress and designer. She is perhaps best known for her role as Alyssa Enrilé/White Tiger Wild Force Ranger (Nobl",Jessica Rey
Q373983,"Adrian Lewis Peterson (born March 21, 1985) is an American football running back for the Minnesota Vikings of the National Football League (NFL). He was drafted by the Vikings seventh overall in the 2",Adrian Peterson
Q375064,"Laura Carmine (born April 2, 1983) is a Puerto rican  actress. Currently resides in Mexico. She began her acting career in 2008. She played in several soap operas Un gancho al corazon, Corazón Salvaje",Laura Carmine
Q3754107,Si  Fujiko Kojima  ay isang artista sa bansang Hapon.  Kaurian:Mga artista ng bansang Hapon,Fujiko Kojima
Q37628,"Milena Markivna ""Mila"" Kunis () (born August 14, 1983) is an American actress. In 1991, at the age of seven, she moved from the USSR to Los Angeles with her family. After being enrolled in acting clas",Mila Kunis
Q378520," (born August 31, 1981) is a Japanese adult actress, AV idol and photo model加藤ゆりあ - タレント・芸能人・グラビアアイドル情報の Talents.JP - 画像掲示板 from Tokyo, Japan. She usually plays passive roles, and her AV debut was wit",Yuria Kato
Q37876,"Natalie Portman (born Neta-Lee Hershlag; ; June 9, 1981) Gale Biography In Context.  is an Israeli-born American (with dual citizenship) actress. Her first role was in the 1994 action film Léon: The P",Natalie Portman
Q37944,"Masiela Lusha (; born October 23, 1985)Fox News Channel Celebrity Birthdays. Accessed April 20, 2009. is an Albanian-AmericanShqiptarja Masiela Lusha përkrah Charlie Sheen actress, author, producer an",Masiela Lusha
Q380123,"Kim Hee-chul (born 10 July 1983) is a South Korean singer and actor. He is a member of South Korean boy band Super Junior and its subgroup, Super Junior-T. On 1 September 2011, Heechul enlisted for hi",Kim Heechul
Q3808463,Si  Jingi Irie  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Jingi Irie
Q3809986,Ryan (; born Joo Jong-hyuk on 29 October 1983) is a South Korean actor and singer.   He's the lead vocalist of the K-pop group Paran and is also the oldest of the five members.  He graduated from Chun,Joo Jong-hyuk
Q381169,"Kim Young-kwang (, born 28 June 1983 in Goheung, JeonnamFootballSquads – Ulsan Hyundai – 2011) is a South Korean football player, who is currently playing for Gyeongnam FC.  Career In December 2006 he",Kim Young-kwang
Q38119,Daniel Jacob Radcliffe (born 23 July 1989) is an English actor who rose to prominence as the title character in the Harry Potter film series. He made his acting debut at 10 years of age in BBC One's 1,Daniel Radcliffe
Q381841,"Carter Mark Jenkins (born September 4, 1991) is an American actor.  Early life Jenkins was born in Tampa, Florida to Mary and Eric Jenkins, and was raised in Carrollwood, Florida, where he attended In",Carter Jenkins
Q384024,"Alan Ko, also known as Alan Kuo, is a Taiwanese singer and actor.  Music career Ko is the son of the late Taiwanese stuntman/actor, Blackie Ko Shou Liang. For his father, he had written two songs, eac",Alan Ko
Q3857328, is the 2007 winner of the Miss Nippon contest selected out of 3000 girls held by a diet gym company. The 2007 was her 3rd challenge. She graduated from Mie University in Mie Prefecture. She moved to ,Mika Hagi
Q391429,"This is a Chinese name. The family name is Hán.  Han Geng (Chinese: 韩庚; Pinyin: Hán Gēng; Wade-Giles: Han Keng; Hangul: 한경) (born February 9, 1984) is a Chinese Mandopop singer and actor.  Han studied",Han Geng
Q3931567,"Reen Yu (born October 22, 1987) is a Taiwanese actress and model.  Biography Yu is currently studying in Fu Jen Catholic University, department of philosophy. While she attended high school, she appea",Reen Yu
Q3949783,"Diorella Regine De Leon Angeles (born October 29, 1985) is a Filipina model and actress. She started her showbiz career after winning Be Bench / The Model Search of ABS-CBN and then becoming one of AB",Regine Angeles
Q39562,"Michael Fred Phelps II (born June 30, 1985) is an American swimmer and the most decorated Olympian of all time, with a total of 22 medals. Phelps also holds the all-time records for Olympic gold medal",Michael Phelps
Q399637," is a singer, actress, and a member of idol group AKB48 under Team A.   Career  Kojima started her career as a member of Angel Eyes, an idol group under Stardust Promotion that disbanded in 2001.ANGEL",Haruna Kojima
Q4021857,"  is a Japanese singer from Sapporo, Hokkaido and is signed to SME Records. She was discovered through the Nico Nico Douga video sharing website.  Biography Aoi began her singing career in a band she ",Eir Aoi
Q4023192,Si  Zhan Yu Hao  ay isang artista sa Taiwan.   Kaurian:Mga artista mula sa Taiwan,Zhan Yu Hao
Q41173,"Demetria Devonne ""Demi"" Lovato (born August 20, 1992) is an American actress, singer, and songwriter who made her debut as a child actress in Barney & Friends. In 2008, Lovato rose to prominence in th",Demi Lovato
Q413143,"Ajoo (Born Noh Ah-joo, ( on July 6, 1990) is a South Korean singer who debuted in 2008 with the single ""1st Kiss"".  Although his first single did not do as well as expected on music charts he made a c",Ajoo
Q4135616,"Owodog is a member of Lollipop F, a Taiwanese Mandopop boyband currently signed under the label Gold Typhoon (formerly EMI Capitol).  The group consists of six members, all chosen in 2006 from Channel",Owodog
Q42311,"Sebastian Vettel (; born 3 July 1987) is a professional German Formula One racing driver, currently driving for Ferrari F1 Team, being contracted to the end of 2017. He is a four-time Formula One Worl",Sebastian Vettel
Q4235,"Miley Ray Cyrus (born Destiny Hope Cyrus; November 23, 1992) is an American singer, actress, and songwriter.  Her father is country singer Billy Ray Cyrus. She held minor roles in the television serie",Miley Cyrus
Q42493,"Katheryn Elizabeth ""Katy"" Hudson (born October 25, 1984), better known by her stage name Katy Perry, is an American singer, songwriter, and actress. She had limited exposure to secular music during he",Katy Perry
Q425797,"Joyce Chao Hung-chiao (Chinese: 趙虹喬; born 15 November 1981) is Taiwanese actress and leader of Taiwanese female group 7 Flowers. During years in school, her friends introduced her to join a model comp",Joyce Chao
Q42581,Keira Christina Knightley (;See Pronunciation of Keira Knightley. born 26 March 1985) is an English actress and singer. She began acting as a child on television and made her film debut in 1995. She h,Keira Knightley
Q4259543," is a Japanese actor and musician from Mobara, Chiba Prefecture. He is a former Johnny's Jr. member, and is no longer represented by Johnny & Associates. While a Johnny's Jr., he was part of Kaidan Tr",Naoki Kawano
Q4260632,"Dee Dee Davis (born April 17, 1996) is an American actress and comedian, best known for her role as Bryana Thomkins on The Bernie Mac Show, for which she won a Young Artist Award in 2004.25th Annual Y",Dee Dee Davis
Q4262660,"Yulia Vyacheslavovna Lipnitskaya (, , []; born 5 June 1998) is a Russian figure skater.  She is the 2014 Olympic champion in the team event, the 2014 World silver medalist, the 2014 European champion,",Yulia Lipnitskaya
Q4267288,"Jayson Castro WilliamWho's Jayson William and what's he doing in a Gilas uniform? Read on, Reuben Terrado, spin.ph, August 2, 2013 (born June 30, 1986), also known as ""The Blur"", is a Filipino basketb",Jayson Castro
Q4267428," is a Japanese lingerie model, actress, singer and television personality. She was a member of the musical group Pabo alongside Mai Satoda and Suzanne, all three of whom were later grouped with Shuchi",Yukina Kinoshita
