,text,name
Q469870,"Amir Iqbal Khan (born 8 December 1986) is an English professional boxer. He is a former two time world champion by winning WBA, WBA (Super) and IBF Light Welterweight titles.  Khan is the youngest Bri",Amir Khan (boxer)
Q469878,"Jordan Romero (born July 12, 1996)www.pitchengine.com is a US Citizen mountain climber who, on May 22, 2010, became the youngest person to climb Mount Everest. He was 13 years 10 months 10 days old wh",Jordan Romero
Q4699414,عائزہ خان ایک پاکستانی اداکارہ ہے 16 جنوری 1991 کو پیدا ہوئیں ان کا پہلا ڈرامہ تم جو ملے ہم ٹی وی پر 2009 میں نشر ہوا  زمرہ:کراچی کی اداکارئیں زمرہ:پاکستانی ٹیلیویژن اداکارائیں زمرہ:کراچی کی شخصیات زم,عائزہ خان
Q470226,"Asin Thottumkal (born 26 October 1985), known mononymously as Asin, is an Indian actress and trained Bharathanatyam dancer. She began her acting career in the South Indian film industry, but now appea",Asin
Q470442,"Stoya (born June 15, 1986) is an American pornographic actress, writer and model.  Early life Stoya was born in Wilmington, North Carolina to a Serbian mother and a Scottish father. As a child, she wa",Stoya
Q470774,"Mahendra Singh Dhoni (, commonly known as M. S. Dhoni; born 7 July 1981) is an Indian cricketer and the current captain of the Indian national cricket team. He is an attacking right-handed middle-orde",Mahendra Singh Dhoni
Q4725027,"Ali Moeen Nawazish is a Pakistani student notable for making a world record by getting 21 A's in A Levels.Daily Mail Article UK Retrieved 4 November 2010 ""The boy so set on getting to Cambridge"" He gr",Ali Moeen Nawazish
Q4725343,"Alia Bhatt (born 15 March 1993) is an Indian actress and singer who appears in Bollywood films. The daughter of filmmaker Mahesh Bhatt and actress Soni Razdan, she made her acting debut with Karan Joh",Alia Bhatt
Q4726976,"Alishba Yousuf is a Pakistani VJ, model and actress who works in Pakistani serials and telefilms. She is best known for her roles in serial Meray Dard Ko Jo Zuban Miley, Main Abdul Qadir Hoon, Takkay ",Alishba Yousuf
Q4727620,"Alka Ajith () is a professional singer from south India.   Personal life  Alka, who debuted on stage at the age of 2½ years, is a hit with the audiences of ‘ganamelas’, where she sings from her repert",Alka Ajith
Q4746101,"Amia Miley (born November 23, 1990) is an American former pornographic actress.  Career Miley started out as a model for swimwear catalogs and fashion shows, and she was also a cheerleader. She debute",Amia Miley
Q4746286,"Amile Waters (born April 25, 1985 in Mayari, Cuba) is a Head Sports Editor/Columnist, Radio Personality and an avid painter of the ""Dark Metal"" arts. Waters is also a former American pornographic and ",Amile Waters
Q4748736,   Amruta Khanvilkar () (born 23 November 1984) is an Indian film actress who appears in Bollywood and Marathi movies. She has appeared in Hindi and Marathi films and established herself as one of Mar,Amruta Khanvilkar
Q4770438,"Anoushey Ashraf (born in Karachi on 14 April 1983) is a Pakistani VJ and actress. As a VJ, she appeared on the music channel MTV Pakistan. She has also acted in a play for PTV directed by Saira Kazmi ",Anoushey Ashraf
Q477710,Amrita Prakash is an Indian film actress and model. who has acted in both Bollywood and Malayalam films.  She made most of her pivotal role- playing the character of Chhoti in Sooraj Barjatya's Vivah.,Amrita Prakash
Q4777873,"Anuradha Mehta is an Indian actress and former model.  Career She started her career in modelling. She is best known for her role of Geeta in the 2004 film Arya.  Filmography {| class=""wikitable"" |- b",Anuradha Mehta
Q4777912,"Anusha Dandekar is an Indian VJ, actress and singer.  Early life Anusha was born on 9 January 1982 in Khartoum, Sudan. She has two sisters, Shibani Dandekar and Apeksha Dandekar. Shibani was a contest",Anusha Dandekar
Q4777926,"Anusheh Asad (; born September 13, 1983) is a Pakistani model and makeup artist.  Personal life Anusheh Asad was born and raised in Lahore, Pakistan. She attended Lahore Grammar School for her primary",Anusheh Asad
Q4779152,"Aparnaa Bajpai is an Indian film actress who has appeared in Tamil language films. She is best known for her role in the 2010 film, Easan, directed by Sasikumar.  Early life Aparnaa Bajpai was born to",Aparnaa Bajpai
Q4781915,"Diana Penty (; born 2 November 1985) is an Indian model and film actress who appears in Bollywood films. In 2005, she began a full-time modelling career when she was signed up by Elite Models India. P",Diana Penty
Q47899,"Paris Whitney Hilton (born February 17, 1981) is an American socialite, actress and entertainer. She is the great-granddaughter of Conrad Hilton, the founder of Hilton Hotels. Born in New York City an",Paris Hilton
Q4790903,"Arisha Razi is a Pakistani actress TV host..  She started acting by doing commercials and moved on to hosting a show on Wikkid Plus. She starred in the drama Mastana Mahi, Na Kaho Tum Mere Nahi, Omar ",Arisha Razi
Q4804397,"Ash Hollywood (born May 27, 1989) is an American pornographic actress, model, and radio personality.  Career Hollywood worked as a swimsuit, catalogue, glamour, and calendar model prior to her porn ca",Ash Hollywood
Q4804507,Asha Negi is an  Indian television actress. She won the Indian dance reality show Nach Baliye 6 along with her partner Rithvik Dhanjani She played the role of Purvi Kirloskar in Pavitra Rishta .  Negi,Asha Negi
Q4806262,"Layla Rivera (born September 24, 1983, in Phoenix, Arizona) is an American pornographic actress.  Career left|thumb|Max Hardcore & Layla Rivera Rivera entered the adult film industry in 2002 at the ag",Layla Rivera
Q4830910,"Ayan Mukerji (or Mukherjee) () born in Kolkata, West Bengal is an Indian film director who made his directorial debut at the age of 26 with Karan Johar's Wake Up Sid, a 2009 Bollywood film which opene",Ayan Mukerji
Q485196,"Lassana Diarra (born 10 March 1985), nicknamed Lass, is a French footballer. His predominant position is defensive midfielder but he can also play in a more advanced role and has played at right back,",Lassana Diarra
Q48622,  Esha Deol (born 2 November 1981) is an Indian film actress who appears in Bollywood films. She made her acting debut in Koi Mere Dil Se Poochhe (2002). Deol was praised by film critics and her perfo,Esha Deol
Q4864991,Barsha Priyadarshini () is an Oriya actress in Oriya cinema. She also has acted in Bengali cinemas.http://orissacinema.com/gallery/barsa-p/index.htm Her debut Oriya film was E Juga ra Krushna Sudamaht,Barsha Priyadarshini
Q4875186,"Bazid Khan (born 25 March 1981 in Lahore) is a Pakistani cricketer. He comes from a famous cricketing family, with his grandfather Jahangir Khan having represented British India before the independenc",Bazid Khan
Q4900807,"Bhairavi Goswami, (; born 12 November 1984) is an Indian-born actress, television host and humanitarian. She is passionate about animals and is an animal rights activist. Horse riding is her passion a",Bhairavi Goswami
Q4906811,"Anikka Albrite (born August 7, 1988) is an American pornographic actress.  Early life Albrite was born in Denver, Colorado, and she is of Czech, French, German, and Danish descent. She spent most of h",Anikka Albrite
Q4914056,"Bindu Madhavi (born 14 June 1986) is an Indian model and film actress, who mainly works in Tamil and Telugu films. After starting her acting career in Telugu cinema, she shifted to Tamil cinema where ",Bindu Madhavi
Q495560,"Shyla Stylez (born September 23, 1982) is a Canadian pornographic actress.  Early life Stylez was interested in entering pornography in her teens. She moved to Vancouver and worked as both a stripper ",Shyla Stylez
Q4956663,"Kamna Jethmalani is an Indian film actress. She debuted in 2005 with the Telugu film Premikulu and had her first commercial success with her third feature film Ranam. Subsequently, she played the lead",Kamna Jethmalani
Q4957226,"Brandy Aniston (born October 19, 1984) is an American pornographic actress and director.  Early life Aniston was born in Huntington Beach and raised in Riverside County, California. She is of Armenian",Brandy Aniston
Q4964326,"Jennifer Luv (born October 10, 1983) is a former Peruvian pornographic actress who entered the adult film industry in 2002 at the age of 19 and retired in 2006 at the age of 23.  Awards and nomination",Jennifer Luv
Q4968186,"Brinda Parekh is an Indian film actress and model. She has acted in South Indian films and has also done item numbers in Tamil, Telugu, Kannada and Hindi films. She is a Gujarati. She has acted in 4 m",Brinda Parekh
Q4971481,"Britney Amber (born November 10, 1986 in Banning, California) is an American pornographic actress and feature dancer.  Early life Amber was raised in Beaumont, California. She was expelled from high s",Britney Amber
Q4974476,"Brooke Skye (born Hope Danielle Miller, September 5, 1986 in Plant City, Florida) is a model, and former American pornographic actress who currently lives in San Diego, California.  During her pornogr",Brooke Skye
Q5051780,"Cate Harrington (born August 14, 1987) is a pornographic actress from Mansfield near Nottingham England. She has appeared in a range of hardcore pornographic films and adult websites such as Televisio",Cate Harrington
Q5052949,"Catherine Tresa is an Indian film actress and model, who appears in Kannada, Malayalam, Telugu and Tamil films.  Early life Catherine was born to Malayali Roman Catholic parents Frank Mario Alexander ",Catherine Tresa
Q509992,"Lorelei Lee (born March 2, 1981) is the stage name of an American pornographic actress and writer.  Biography Lorelei Lee debuted in the sex industry at the age of 19, deriving her stage name from Mar",Lorelei Lee (pornographic actress)
Q5102359,"Chitrashi Rawat is a former Indian hockey player, film actress and television presenter.  She began playing hockey as a left-striker at the age of 17 for Uttarakhand state in India. Her film career be",Chitrashi Rawat
Q5104,"Miranda Taylor Cosgrove (born May 14, 1993) is an American actress and singer-songwriter. Her career began at the age of three, when she appeared in television commercials. Her film debut came in 2003",Miranda Cosgrove
Q5209694,"Daisy Bopanna (; born 4 December 1982) is an Indian actress who appears primarily in Kannada cinema. She has worked with actors like Upendra in Aishwarya, Kamal Hassan in Rama Shama Bhama and Akshay K",Daisy Bopanna
Q5216224,"Dani Daniels (born September 23, 1989) is the stage name of an American pornographic actress and director. She is the Penthouse Pet of the Month for January 2012.  Early life Daniels was born in Orang",Dani Daniels
Q5250472,"Deepa Sannidhi  () (born Rahasya on June 16, 1990) is an Indian actress who mainly appears in Kannada films. She made her acting debut in the 2011 film Saarathi  Early life Rahasya was born in Chikkam",Deepa Sannidhi
Q5250544,"Deepal Shaw (born 21 February 1986) is an Indian actress, singer, model who works in Bollywood movies.  Early life Shaw was born in Shimla, Himachal Pradesh and raised in Mumbai, Maharashtra, to paren",Deepal Shaw
Q5277780,Dimple Jhangiani is an Indian television actress. Her first appearance in Tellywood began with her playing the role of Kanya in the serial Kuchh Is Tara on Sony Entertainment Television. Dimple Jhangi,Dimple Jhangiani
Q529162,"Oğuzhan Özyakup (born 23 September 1992) is a Turkish footballer who plays for Turkish Süper Lig club Beşiktaş and the Turkish national team. A product of the Arsenal Academy and AZ Alkmaar Academy, h",Oğuzhan Özyakup
Q5318761,"Dylan Ryan (born April 21, 1986 in San Francisco, California) is an American pornographic actress.  Adult film career Ryan began her pornographic career in 2004.Dylan Ryan interview. Retrieved Februar",Dylan Ryan
