,text,name
Q317678,Abdullah Karmil (born 22 January 1988) is a Turkish footballer who plays as a defender for Adanaspor. He made his Süper Lig debut on 23 February 2013.  References  External links  Abdullah Karmil at T,Abdullah Karmil
Q318182,"Andriy Anatoliyovych Rusol (born 16 January 1983 in Kirovohrad) is a Ukrainian retired footballer, who formerly played as a defender for Dnipro Dnipropetrovsk and the Ukrainian national team.  Club ca",Andriy Rusol
Q3182186,Domas Petrulis (* 11. September 1981 in Panevėžys) ist ein litauischer Politiker.   Leben  Nach dem Abitur 2000 an der Nevėžis-Mittelschule Panevėžys absolvierte er 2004 das Bachelorstudium der Polito,Domas Petrulis
Q3183415,"Jonathan Charles Lucroy (born June 13, 1986) is an American professional baseball catcher and first baseman for the Milwaukee Brewers of Major League Baseball.  High school and college Lucroy attended",Jonathan Lucroy
Q318410,Cameron van der Burgh (born 25 May 1988) is a South African swimmer.  He is Africa's first home-trained world record holder and individual male Olympic Championhttp://www.supersport.com/olympics/south,Cameron van der Burgh
Q318530,Siaka Tiéné (born 22 February 1982) is an Ivorian footballer who currently plays as a left back and also play as a holding midfielder or winger for Ligue 1 club Montpellier HSC.  Career He started his,Siaka Tiéné
Q3187469,Joël Thomas (born 30 June 1987) is a French footballer of Ivorian descent who plays for Liga I club Dinamo București.  Club career Thomas joined French side Bordeaux in 2005 and spent two years with t,Joël Thomas
Q318765,"Shaun Murphy (born 10 August 1982) is an English professional snooker player, who won the 2005 World Championship. Nicknamed ""The Magician"", Murphy is noted for his straight cue action and his long po",Shaun Murphy (snooker player)
Q318898,"Vasili Vasilyevich Kiryienka () (born 28 June 1981) is a Belarusian racing cyclist, racing for UCI ProTeam .  Career [[File:Vasil Kiryienka, London 2012 Time Trial - Aug 2012.jpg|thumb|upright|Kiryien",Vasil Kiryienka
Q318905,"Krisztián Németh (; born 5 January 1989) is a Hungarian international football player who currently plays for Sporting Kansas City.  Club career Born in Győr, Németh started his career at hometown clu",Krisztián Németh
Q3189533,"Julien Ielsch (born March 5, 1983 in Belfort) is a French professional football player. Currently, he plays in the Championnat National for Red Star.  He played on the professional level in Swiss Supe",Julien Ielsch
Q3189689,"Julien Valero (born February 23, 1984 in Perpignan) is a French-Spanish football striker. He currently plays for US Quevilly.  External links   SMCaen.fr  Category:1984 births Category:Living people C",Julien Valero
Q3191222,Jānis Pēda (* 18. Mai 1985 in Riga) ist ein lettischer Volleyball- und Beachvolleyballspieler.   Karriere  Pēda begann 2002 seine Karriere in der Halle bei Lase-R Riga. 2003 wurde er als Beachvolleyba,Jānis Pēda
Q3193270,__NOTOC__ [[Datei:Karina Testa Frontiere(s) 2008.jpg|mini|hochkant|Karina Testa 2008 auf dem Festival international du film fantastique in Gerardmer]] Karina Testa (* 5. August 1981 in Cannes) ist ein,Karina Testa
Q319465,Mario Fillinger (born 10 October 1984 in Pirna) is a German footballer who is currently a free agent.  Career He scored his first goal for the club on 20 February 2009 in a 3–1 away defeat at 1. FSV M,Mario Fillinger
Q32049,"Jang Geun-suk () (born August 4 1987 in Danyang County, Chungcheongbuk-do, South Korea), is a South Korean actor, singer and model. He is best known for playing the role of band leader Hwang Tae Kyung",Jang Keun-suk
Q3209607,"Ante Rebić (born 21 September 1993) is a Croatian professional footballer who plays as a forward for RB Leipzig on loan from Fiorentina. On the international level, Rebić plays for the Croatian nation",Ante Rebić
Q321552,"Adi Raïs Cobos Adrien M'Bolhi (born 25 April 1986), more commonly known as Raïs M'Bolhi, is an Algerian footballer who plays as a goalkeeper for the Philadelphia Union.  Early life M'Bolhi was born in",Raïs M'Bolhi
Q322190,Christian Mikolajczak (born 15 May 1981 in Essen) is a German footballer who plays for SV Hönnepel-Niedermörmter.  Honours  DFB-Pokal winner: 2000–01  Fußball-Bundesliga runner-up: 2000–01  References,Christian Mikolajczak
Q322603,"Jeffrey James ""Jeff"" Weise (August 8, 1988 – March 21, 2005) was a student at Red Lake Senior High School in Red Lake, Minnesota, located within the Red Lake Indian Reservation of the Ojibwe people. H",Jeff Weise
Q322710,Abolfazl Gilani-Pour (* 20. Oktober 1989) ist ein iranischer Radrennfahrer.  Abolfazl Gilani-Pour begann seine Karriere 2008 bei dem iranischen Continental Team MES Kerman. In seinem ersten Jahr dort ,Abolfazl Gilani-Pour
Q3229728,Leonardo Javier Pais Corbo (born 7 July 1994 in Minas) is an Uruguayan footballer who plays for Defensor Sporting as a midfielder.  Club career Pais began his professional playing career with Defensor,Leonardo Pais
Q323037,"Malte Grashoff (born 3 February 1992) is a German footballer who plays for Preußen Münster.   Career  Grashoff began his career with Werder Bremen, and made his debut for the reserve team in September",Malte Grashoff
Q323182,"Frank Hördler (born January 26, 1985) is a German professional ice hockey defenceman who currently plays for the Eisbären Berlin in the Deutsche Eishockey Liga.  Career statistics International {| BOR",Frank Hördler
Q323709,"Florian Busch (born January 2, 1985 in Tegernsee, West Germany) is a German professional ice hockey forward who currently plays for Eisbären Berlin of the Deutsche Eishockey Liga (DEL).  Career statis",Florian Busch
Q3238952,John Souttar (born 25 September 1996) is a Scottish professional footballer who plays as a centre back for Scottish Premiership club Dundee United and the Scotland national under-19 football team.  Ca,John Souttar
Q323975,Sascha Kotysch (born 2 October 1988 in Kirchheimbolanden) is a German footballer who currently plays for K. Sint-Truidense V.V. in the Belgian Second Division.   Career  Kotysch joined 1. FC Kaisersla,Sascha Kotysch
Q324003,"Craig Lamar Traylor (born March 19, 1989 in San Bernardino County, California) is an American actor. He made his debut in an episode of ER in 1996. He is best known for his role as Stevie Kenarban, th",Craig Lamar Traylor
Q324853,"Joseph Cameron Finley (born August 30, 1987) is an American former child actor.  While receiving accolades for his work in Hope Floats, Baywatch, One True Love, and Perfect Game, he is most known for ",Cameron Finley
Q325003,"Charles ""Peanut""Donnelly, Mike, Charles Tillman - Not Your Typical 'Peanut' (January 18, 2007), nflplayers.com, Retrieved on July 25, 2007. Tillman (born February 23, 1981) is an American football cor",Charles Tillman
Q325522,"Tobias Kempe (born 27 June 1989) is a German footballer who plays for newly promoted 2. Bundesliga side SV Darmstadt 98. His father, Thomas was a professional footballer, as is his older brother, Denn",Tobias Kempe
Q325622,Igor Anić (born 12 June 1987) is a French handball player for Cesson-Rennes and the French national team.  References  Category:1987 births Category:Living people Category:French handball players Cate,Igor Anić
Q325982,"Arnaud Bühler (born 17 January 1985) is a Swiss football defender, who currently plays for FC Sion in the Swiss Super League. Bühler is a former youth international and was in the Swiss U-17 squad tha",Arnaud Bühler
Q326534,"Mteusz Rutkowski (born April 18, 1986 in Skrzypne) is a Polish ski jumper, in the past a member of Polish national team, gold medalist of World Junior Championships 2004 individually and silver medali",Mateusz Rutkowski
Q3266021,"Lucy Spraggan (born 21 July 1991) is an English musician, currently signed to Columbia Records, who describes her music as 'A-Flop', a mixture of acoustic, folk, and hip hop. In July 2011, she was ann",Lucy Spraggan
Q327444,"Franziska Hildebrand (born March 24, 1987 in Halle (Saale)) is a German biathlete. Hildebrand started in her first world cup races in the 2011/12-season after winning three medals at the two previous ",Franziska Hildebrand
Q3274554,Maciej Kononowicz (born 18 March 1988) is a Polish footballer who plays as a Striker / Left winger for Sandecja Nowy Sącz.http://www.90minut.pl/kariera.php?id=8935   References   Category:1988 births ,Maciej Kononowicz
Q32754,"Atticus Ronald Shaffer, (born June 19, 1998) is an American actor. He is known for portraying Brick Heck on the ABC sitcom The Middle, as well as voicing Edgar in Frankenweenie (2012).  Early life Sha",Atticus Shaffer
Q3275768,"Rebecca ""Bec"" Rawlings, (legally known as Rebecca ""Bec"" Hyatt) born 11 February 1989, is an Australian mixed martial artist currently fighting in Invicta Fighting Championships in the strawweight divi",Bec Rawlings
Q3275860,Arnór Þór Gunnarsson (born 23 October 1987) is an Icelandic handball player for Bergischer HC and the Icelandic national team.  References  Category:1987 births Category:Living people Category:Iceland,Arnór Þór Gunnarsson
Q3275904,Damián Emiliano Martínez (born 2 September 1992 in Mar Del Plata) is an Argentine professional footballer who plays for Arsenal as a goalkeeper.  Club career He made his début in the English Football ,Damián Martínez
Q327894,"Andy Chiodo (born April 25, 1983) is a Canadian professional ice hockey goaltender. He is currently playing with HDD Olimpija Ljubljana of the Erste Bank Eishockey Liga (EBEL). Chiodo played eight gam",Andy Chiodo
Q327931,"Evan Kaufmann (born October 31, 1984) is a German-American professional ice hockey forward who currently plays for Thomas Sabo Ice Tigers of the Deutsche Eishockey Liga (DEL).  Playing career Kaufmann",Evan Kaufmann
Q3285996,        Manjeet Kaur  (born 2 April 1982) is an Indian sprint athlete from Punjab who specializes in 400 metres. She holds the current 400 m National record of 51.05 seconds set at the National Circui,Manjeet Kaur
Q328749,Mario Reiter (born 23 October 1986) is an Austrian footballer who plays as a Midfielder.  External links  Guardian Football  Category:1986 births Category:Living people Category:Austrian footballers C,Mario Reiter (Austrian footballer)
Q328855,"Shawn Milne (born November 9, 1981) is a professional road bicycle racer from Gloucester, Massachusetts, United States. In 2009, he rode in events on the USA Cycling National Racing Calendar and UCI C",Shawn Milne
Q328869,"Rúben Micael Freitas da Ressureição (born 19 August 1986), known as Micael, is a Portuguese professional footballer who plays for S.C. Braga as a midfielder.  Club career Early years /  Nacional Born ",Rúben Micael
Q3290025,"Marcin Pochwała (born February 14, 1984 in Nowy Sącz) is a Polish slalom canoer who has competed since the early 2000s.  He won a bronze medal in the C-2 team event at the 2003 ICF Canoe Slalom World ",Marcin Pochwała
Q329043,Jasmin Schornberg (born 7 April 1986 in Lippstadt) is a German slalom canoer who has competed since the early 2000s.  She won eight medals at the ICF Canoe Slalom World Championships with two golds (K,Jasmin Schornberg
Q3291229,Marian Sarr (born 30 January 1995) is a German footballer who plays as a centre back for Borussia Dortmund in the Bundesliga.  Club career Early career Sarr began his club career playing  at Schwarz-W,Marian Sarr
Q3294369,"Marko Kovačević (; * 8. Juni 1985 in Belgrad, SFR Jugoslawien) ist ein serbischer Eishockeyspieler, der seit 2009 erneut beim HK Partizan Belgrad in der serbischen Eishockeyliga unter Vertrag steht.  ",Marko Kovačević
Q3295706,Martina Boscoscuro (* 2. September 1988 in San Donà di Piave) ist eine italienische Volleyballspielerin.   Karriere  Boscoscuro begann ihre Karriere 2001 in ihrer Heimatstadt bei AGS San Donà. Mit dem,Martina Boscoscuro
Q3298882,"Craigery Michael ""Craig"" Owens (born August 26, 1984) is an American musician from Davison, Michigan best known as the lead vocalist of Chiodos. He has also had an involvement in various side projects",Craig Owens
